#TYPE Selected.Microsoft.ActiveDirectory.Management.ADPrincipal
"distinguishedName","name","objectClass","objectGUID","SamAccountName","SID","PropertyNames","PropertyCount"
"CN=RG-Excelsior_Purchasing_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Purchasing_Manager","group","09d22330-eaff-466b-84df-c6008745d0f5","RG-Excelsior_Purchasing_Manager","S-1-5-21-414468895-1955670742-9522986-126085","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accounting_Exec","group","258be3b0-f82a-400a-88a6-015ea863c6e5","RG-Excelsior_Accounting_Exec","S-1-5-21-414468895-1955670742-9522986-126057","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accountant,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accountant","group","70c81871-a69a-49af-89da-d0a580ee5496","RG-Excelsior_Accountant","S-1-5-21-414468895-1955670742-9522986-126056","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Purchasing_Manager,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Purchasing_Manager","group","0bb79896-1d11-40cc-aa8e-cbba4b5d68c2","RU_EXC_Purchasing_Manager","S-1-5-21-1423321487-3235797415-1610782679-8455","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accountant,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accountant","group","8137432d-4e6c-44d5-93d7-a513156776d5","RU_EXC_Accountant","S-1-5-21-1423321487-3235797415-1610782679-7215","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accounting_Exec","group","c426d3da-9545-4a78-908e-3fa26e1c7404","RU_EXC_Accounting_Exec","S-1-5-21-1423321487-3235797415-1610782679-7214","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accounting_Exec","group","258be3b0-f82a-400a-88a6-015ea863c6e5","RG-Excelsior_Accounting_Exec","S-1-5-21-414468895-1955670742-9522986-126057","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accounting_Exec","group","c426d3da-9545-4a78-908e-3fa26e1c7404","RU_EXC_Accounting_Exec","S-1-5-21-1423321487-3235797415-1610782679-7214","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accounting_Exec","group","258be3b0-f82a-400a-88a6-015ea863c6e5","RG-Excelsior_Accounting_Exec","S-1-5-21-414468895-1955670742-9522986-126057","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accounting_Exec","group","c426d3da-9545-4a78-908e-3fa26e1c7404","RU_EXC_Accounting_Exec","S-1-5-21-1423321487-3235797415-1610782679-7214","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Planner,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Planner","group","e36f534b-14ae-4068-90d1-9d5057d82b5a","RG-Excelsior_Production_Planner","S-1-5-21-414468895-1955670742-9522986-126083","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Specialist,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Specialist","group","89723b35-6326-45fb-8c9f-8905c90a5340","RG-Excelsior_Quality_Specialist","S-1-5-21-414468895-1955670742-9522986-126089","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Engineer","group","9110df80-af53-45d3-8ecd-f8401d1f7f7d","RG-Excelsior_Quality_Engineer","S-1-5-21-414468895-1955670742-9522986-126087","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service","group","8246d0da-c907-4837-ac30-832da95a571a","RG-Excelsior_Customer_Service","S-1-5-21-414468895-1955670742-9522986-126061","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Exec","group","770d61ca-1898-4ccd-b03f-0033d548abb3","RG-Excelsior_Quality_Exec","S-1-5-21-414468895-1955670742-9522986-126088","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service_Manager","group","be829d95-3a84-41e6-b330-b75cd373c453","RG-Excelsior_Customer_Service_Manager","S-1-5-21-414468895-1955670742-9522986-126062","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accounting_Exec","group","258be3b0-f82a-400a-88a6-015ea863c6e5","RG-Excelsior_Accounting_Exec","S-1-5-21-414468895-1955670742-9522986-126057","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accountant,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accountant","group","70c81871-a69a-49af-89da-d0a580ee5496","RG-Excelsior_Accountant","S-1-5-21-414468895-1955670742-9522986-126056","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Customer_Service_Manager","group","030edb1d-dd94-4b5b-8250-7e8a7485b0a8","RU_EXC_Customer_Service_Manager","S-1-5-21-1423321487-3235797415-1610782679-8465","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Specialist,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Specialist","group","f7b124b2-b11a-4008-8ed6-2dfdd43fe567","RU_EXC_Quality_Specialist","S-1-5-21-1423321487-3235797415-1610782679-7251","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Engineer","group","52ddc1c7-1eac-49d8-9546-1193b2e0bbf3","RU_EXC_Quality_Engineer","S-1-5-21-1423321487-3235797415-1610782679-7250","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Production_Planner,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Production_Planner","group","a1c5548c-52ae-4dad-8024-afd16ff4c342","RU_EXC_Production_Planner","S-1-5-21-1423321487-3235797415-1610782679-7247","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Distribution_Mgmt,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Distribution_Mgmt","group","caad8816-614f-4b0e-8062-4203c46c698f","RU_EXC_Distribution_Mgmt","S-1-5-21-1423321487-3235797415-1610782679-7244","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Exec","group","9fc46669-e209-46e6-bc62-26e470fa8ef0","RU_EXC_Quality_Exec","S-1-5-21-1423321487-3235797415-1610782679-7241","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accountant,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accountant","group","8137432d-4e6c-44d5-93d7-a513156776d5","RU_EXC_Accountant","S-1-5-21-1423321487-3235797415-1610782679-7215","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accounting_Exec","group","c426d3da-9545-4a78-908e-3fa26e1c7404","RU_EXC_Accounting_Exec","S-1-5-21-1423321487-3235797415-1610782679-7214","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_RnD_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_RnD_Exec","group","94181c7a-3f90-44d0-af31-307ddb2e5654","RG-Excelsior_RnD_Exec","S-1-5-21-414468895-1955670742-9522986-126093","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_RnD_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_RnD_Engineer","group","56b0ce2f-d482-4c1e-a5c0-7370c08149df","RG-Excelsior_RnD_Engineer","S-1-5-21-414468895-1955670742-9522986-126092","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Raw_Mat_Mgmt,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Raw_Mat_Mgmt","group","ab204e5c-bb26-40de-b891-7f326637947e","RG-Excelsior_Raw_Mat_Mgmt","S-1-5-21-414468895-1955670742-9522986-126090","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Purchasing_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Purchasing_Manager","group","09d22330-eaff-466b-84df-c6008745d0f5","RG-Excelsior_Purchasing_Manager","S-1-5-21-414468895-1955670742-9522986-126085","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Distribution_Employee,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Distribution_Employee","group","0b68ee60-3893-42c2-a439-1cb4206e941c","RG-Excelsior_Distribution_Employee","S-1-5-21-414468895-1955670742-9522986-126064","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Distribution_Clerk,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Distribution_Clerk","group","9f7f0eee-f4f5-454d-870a-7734f408975f","RG-Excelsior_Distribution_Clerk","S-1-5-21-414468895-1955670742-9522986-126063","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Distribution_Mgmt,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Distribution_Mgmt","group","dfd948eb-c567-4c2b-99c8-213d6f28541b","RG-Excelsior_Distribution_Mgmt","S-1-5-21-414468895-1955670742-9522986-126065","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service","group","8246d0da-c907-4837-ac30-832da95a571a","RG-Excelsior_Customer_Service","S-1-5-21-414468895-1955670742-9522986-126061","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Exec","group","770d61ca-1898-4ccd-b03f-0033d548abb3","RG-Excelsior_Quality_Exec","S-1-5-21-414468895-1955670742-9522986-126088","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service_Manager","group","be829d95-3a84-41e6-b330-b75cd373c453","RG-Excelsior_Customer_Service_Manager","S-1-5-21-414468895-1955670742-9522986-126062","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Customer_Service_Manager","group","030edb1d-dd94-4b5b-8250-7e8a7485b0a8","RU_EXC_Customer_Service_Manager","S-1-5-21-1423321487-3235797415-1610782679-8465","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Purchasing_Manager,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Purchasing_Manager","group","0bb79896-1d11-40cc-aa8e-cbba4b5d68c2","RU_EXC_Purchasing_Manager","S-1-5-21-1423321487-3235797415-1610782679-8455","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Distribution_Clerk,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Distribution_Clerk","group","a20a9043-8fcc-4755-a14a-0b321dc75fc9","RU_EXC_Distribution_Clerk","S-1-5-21-1423321487-3235797415-1610782679-7249","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Distribution_Employee,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Distribution_Employee","group","e61a0fcf-dc32-4294-9731-2840babe52a0","RU_EXC_Distribution_Employee","S-1-5-21-1423321487-3235797415-1610782679-7248","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Distribution_Mgmt,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Distribution_Mgmt","group","caad8816-614f-4b0e-8062-4203c46c698f","RU_EXC_Distribution_Mgmt","S-1-5-21-1423321487-3235797415-1610782679-7244","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Exec","group","9fc46669-e209-46e6-bc62-26e470fa8ef0","RU_EXC_Quality_Exec","S-1-5-21-1423321487-3235797415-1610782679-7241","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Distribution_Mgmt,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Distribution_Mgmt","group","dfd948eb-c567-4c2b-99c8-213d6f28541b","RG-Excelsior_Distribution_Mgmt","S-1-5-21-414468895-1955670742-9522986-126065","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Distribution_Mgmt,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Distribution_Mgmt","group","caad8816-614f-4b0e-8062-4203c46c698f","RU_EXC_Distribution_Mgmt","S-1-5-21-1423321487-3235797415-1610782679-7244","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Planner,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Planner","group","e36f534b-14ae-4068-90d1-9d5057d82b5a","RG-Excelsior_Production_Planner","S-1-5-21-414468895-1955670742-9522986-126083","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Specialist,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Specialist","group","89723b35-6326-45fb-8c9f-8905c90a5340","RG-Excelsior_Quality_Specialist","S-1-5-21-414468895-1955670742-9522986-126089","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Engineer","group","9110df80-af53-45d3-8ecd-f8401d1f7f7d","RG-Excelsior_Quality_Engineer","S-1-5-21-414468895-1955670742-9522986-126087","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service","group","8246d0da-c907-4837-ac30-832da95a571a","RG-Excelsior_Customer_Service","S-1-5-21-414468895-1955670742-9522986-126061","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service_Manager","group","be829d95-3a84-41e6-b330-b75cd373c453","RG-Excelsior_Customer_Service_Manager","S-1-5-21-414468895-1955670742-9522986-126062","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accounting_Exec","group","258be3b0-f82a-400a-88a6-015ea863c6e5","RG-Excelsior_Accounting_Exec","S-1-5-21-414468895-1955670742-9522986-126057","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accountant,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accountant","group","70c81871-a69a-49af-89da-d0a580ee5496","RG-Excelsior_Accountant","S-1-5-21-414468895-1955670742-9522986-126056","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Customer_Service_Manager","group","030edb1d-dd94-4b5b-8250-7e8a7485b0a8","RU_EXC_Customer_Service_Manager","S-1-5-21-1423321487-3235797415-1610782679-8465","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Specialist,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Specialist","group","f7b124b2-b11a-4008-8ed6-2dfdd43fe567","RU_EXC_Quality_Specialist","S-1-5-21-1423321487-3235797415-1610782679-7251","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Engineer","group","52ddc1c7-1eac-49d8-9546-1193b2e0bbf3","RU_EXC_Quality_Engineer","S-1-5-21-1423321487-3235797415-1610782679-7250","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Customer_Service,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Customer_Service","group","b11cee51-4c52-40d4-a5a0-702a38194444","RU_EXC_Customer_Service","S-1-5-21-1423321487-3235797415-1610782679-7246","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accounting_Exec","group","c426d3da-9545-4a78-908e-3fa26e1c7404","RU_EXC_Accounting_Exec","S-1-5-21-1423321487-3235797415-1610782679-7214","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_RnD_Tech,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_RnD_Tech","group","9fe20d88-8824-4e18-aff6-429972d781bc","RG-Excelsior_RnD_Tech","S-1-5-21-414468895-1955670742-9522986-126094","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_RnD_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_RnD_Exec","group","94181c7a-3f90-44d0-af31-307ddb2e5654","RG-Excelsior_RnD_Exec","S-1-5-21-414468895-1955670742-9522986-126093","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
